Type of Travel,Home and Work Filter,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Trip Duration (sec),Avg All Trip Duration (sec),Avg Trip Length (mi),Avg All Trip Length (mi)
Personal,Visitors,Trip End,13,Saratoga Springs Library,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),4,854,854,2.7,2.7
Personal,Visitors,Trip End,13,Saratoga Springs Library,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),2,956,956,5.0,5.0
Personal,Visitors,Trip End,14,Spanish Fork Public Library,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),36,1425,1468,4.6,4.8
Personal,Visitors,Trip End,14,Spanish Fork Public Library,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),0,1911,1911,4.8,4.8
Personal,Visitors,Trip End,14,Spanish Fork Public Library,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),13,1420,1517,3.3,3.7
Personal,Visitors,Trip End,14,Spanish Fork Public Library,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),21,1387,1401,4.3,4.5
Personal,Visitors,Trip End,14,Spanish Fork Public Library,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),2,1808,1808,14.5,14.5
Personal,Visitors,Trip End,14,Spanish Fork Public Library,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),44,1342,1409,4.5,4.9
Personal,Visitors,Trip End,14,Spanish Fork Public Library,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),17,1324,1469,3.0,3.6
Personal,Visitors,Trip End,14,Spanish Fork Public Library,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),24,1289,1314,4.2,4.5
Personal,Visitors,Trip End,14,Spanish Fork Public Library,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),3,1819,1819,14.5,14.5
Personal,Visitors,Trip End,14,Spanish Fork Public Library,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),20,1703,1703,4.7,4.7
Personal,Visitors,Trip End,14,Spanish Fork Public Library,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,1911,1911,4.8,4.8
Personal,Visitors,Trip End,14,Spanish Fork Public Library,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),6,1510,1510,2.4,2.4
Personal,Visitors,Trip End,14,Spanish Fork Public Library,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),14,1767,1767,5.6,5.6
Personal,Visitors,Trip End,15,Springville Public Library,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),100,1452,1553,4.4,4.7
Personal,Visitors,Trip End,15,Springville Public Library,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,0,2197,0,19.2
Personal,Visitors,Trip End,15,Springville Public Library,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),0,2066,2311,8.0,7.5
Personal,Visitors,Trip End,15,Springville Public Library,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),39,1390,1473,3.8,4.2
Personal,Visitors,Trip End,15,Springville Public Library,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),47,1468,1546,4.5,4.6
Personal,Visitors,Trip End,15,Springville Public Library,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),13,1575,1781,5.5,5.8
Personal,Visitors,Trip End,15,Springville Public Library,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),126,1472,1566,4.3,4.6
Personal,Visitors,Trip End,15,Springville Public Library,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),0,0,2197,0,19.2
Personal,Visitors,Trip End,15,Springville Public Library,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),36,1409,1452,4.1,4.5
Personal,Visitors,Trip End,15,Springville Public Library,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),69,1491,1582,4.3,4.5
Personal,Visitors,Trip End,15,Springville Public Library,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),21,1519,1699,4.9,5.2
Personal,Visitors,Trip End,15,Springville Public Library,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),45,1351,1501,4.0,4.3
Personal,Visitors,Trip End,15,Springville Public Library,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,0,2555,0,6.9
Personal,Visitors,Trip End,15,Springville Public Library,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),39,1404,1550,3.6,4.0
Personal,Visitors,Trip End,15,Springville Public Library,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),6,1008,1008,6.1,6.1
Personal,Visitors,Trip End,16,Utah County Bookmobile Library,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),N/A,361,4182,0.7,26.3
Personal,Visitors,Trip End,16,Utah County Bookmobile Library,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),N/A,0,8003,0,51.9
Personal,Visitors,Trip End,16,Utah County Bookmobile Library,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),N/A,361,361,0.7,0.7
Personal,Visitors,Trip End,16,Utah County Bookmobile Library,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),N/A,361,361,0.7,0.7
Personal,Visitors,Trip End,16,Utah County Bookmobile Library,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),N/A,361,361,0.7,0.7
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),73,1794,1803,10.1,10.1
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),2,1377,1377,7.7,7.7
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),16,1161,1161,5.5,5.5
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),23,1782,1804,10.6,10.4
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),17,2604,2595,14.7,14.5
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),14,1647,1649,9.8,9.9
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),71,1806,1813,10.2,10.1
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),3,1558,1558,9.3,9.3
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),19,1252,1252,6.0,6.0
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),19,1892,1913,12.3,11.9
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),18,2484,2474,12.6,12.3
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),12,1603,1583,10.5,10.4
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),84,1900,1913,11.7,11.7
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,980,980,3.1,3.1
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),13,1064,1064,6.0,6.0
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),33,1821,1844,10.7,10.6
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),17,3058,3058,21.0,21.0
Personal,Visitors,Trip End,17,Utah State Hospital Patient Library,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),22,1634,1664,9.5,9.9
Personal,Visitors,Trip End,18,Utah Valley University Library,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),243,1822,1850,7.5,7.5
Personal,Visitors,Trip End,18,Utah Valley University Library,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),71,1974,1975,9.2,9.1
Personal,Visitors,Trip End,18,Utah Valley University Library,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),74,1704,1721,6.3,6.3
Personal,Visitors,Trip End,18,Utah Valley University Library,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),66,1829,1877,7.0,7.1
Personal,Visitors,Trip End,18,Utah Valley University Library,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),32,1735,1814,7.6,7.7
Personal,Visitors,Trip End,18,Utah Valley University Library,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),321,1840,1869,7.6,7.6
Personal,Visitors,Trip End,18,Utah Valley University Library,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),93,1993,1995,9.6,9.5
Personal,Visitors,Trip End,18,Utah Valley University Library,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),93,1745,1758,6.5,6.5
Personal,Visitors,Trip End,18,Utah Valley University Library,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),87,1854,1895,6.7,6.8
Personal,Visitors,Trip End,18,Utah Valley University Library,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),47,1695,1790,7.2,7.3
Personal,Visitors,Trip End,18,Utah Valley University Library,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),77,1593,1633,6.2,6.5
Personal,Visitors,Trip End,18,Utah Valley University Library,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),8,1438,1481,6.9,7.0
Personal,Visitors,Trip End,18,Utah Valley University Library,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),40,1603,1677,6.4,6.9
Personal,Visitors,Trip End,18,Utah Valley University Library,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),26,1585,1585,5.6,5.6
Personal,Visitors,Trip End,18,Utah Valley University Library,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),4,1857,1857,7.8,7.8
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),60,1977,1982,15.6,15.7
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,687,687,5.8,5.8
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),17,2420,2420,24.4,24.4
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),26,1722,1722,12.0,12.0
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),17,1965,1976,12.5,12.7
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),0,445,1440,3.6,14.4
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),92,2012,2017,16.1,16.1
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),0,687,687,5.8,5.8
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),25,2546,2546,26.1,26.1
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),41,1714,1714,12.1,12.1
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),25,2018,2031,12.9,13.1
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),1,445,1440,3.6,14.4
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),6,1278,1278,7.4,7.4
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),3,1366,1366,8.1,8.1
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),2,1514,1514,8.7,8.7
Personal,Visitors,Trip End,19,Utah Valley University Library - Fire Science Campus (Provo Airport),no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1,455,455,2.0,2.0
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),391,1382,1427,2.9,3.2
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),2,1135,1135,1.2,1.2
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),109,1419,1455,3.1,3.5
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),120,1314,1369,2.7,2.8
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),99,1453,1485,3.1,3.2
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),62,1338,1403,2.9,3.1
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),522,1379,1419,2.8,3.0
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),2,1205,1205,1.4,1.4
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),152,1448,1488,3.1,3.6
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),142,1304,1341,2.4,2.5
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),134,1418,1445,2.9,3.0
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),92,1325,1391,2.7,3.0
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),138,1322,1355,3.0,3.0
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),16,1042,1042,1.2,1.2
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),73,1300,1333,2.7,2.7
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),35,1509,1566,4.2,4.2
Personal,Visitors,Trip End,2,Brigham Young University - Harold B. Lee Library,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),14,1288,1291,3.8,3.8
Personal,Visitors,Trip End,3,Brigham Young University - Hunter Law Library,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2,2316,2316,9.8,9.8
Personal,Visitors,Trip End,3,Brigham Young University - Hunter Law Library,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),0,4636,4636,35.7,35.7
Personal,Visitors,Trip End,3,Brigham Young University - Hunter Law Library,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),1,1386,1386,1.0,1.0
Personal,Visitors,Trip End,3,Brigham Young University - Hunter Law Library,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),1,2002,2002,2.6,2.6
Personal,Visitors,Trip End,3,Brigham Young University - Hunter Law Library,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),0,1321,1321,2.7,2.7
Personal,Visitors,Trip End,3,Brigham Young University - Hunter Law Library,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),3,2343,2343,10.4,10.4
Personal,Visitors,Trip End,3,Brigham Young University - Hunter Law Library,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),1,4807,4807,42.8,42.8
Personal,Visitors,Trip End,3,Brigham Young University - Hunter Law Library,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1,1386,1386,1.0,1.0
Personal,Visitors,Trip End,3,Brigham Young University - Hunter Law Library,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,2817,2817,4.4,4.4
Personal,Visitors,Trip End,3,Brigham Young University - Hunter Law Library,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),1,1321,1321,2.7,2.7
Personal,Visitors,Trip End,3,Brigham Young University - Hunter Law Library,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,2540,2540,11.0,11.0
Personal,Visitors,Trip End,3,Brigham Young University - Hunter Law Library,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),0,4295,4295,21.6,21.6
Personal,Visitors,Trip End,3,Brigham Young University - Hunter Law Library,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1,784,784,0.5,0.5
Personal,Visitors,Trip End,4,Eagle Mountain Public Library,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),23,1692,1842,8.6,8.9
Personal,Visitors,Trip End,4,Eagle Mountain Public Library,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),2,1883,1883,14.2,14.2
Personal,Visitors,Trip End,4,Eagle Mountain Public Library,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),9,1531,1824,6.6,7.4
Personal,Visitors,Trip End,4,Eagle Mountain Public Library,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),11,1681,1767,8.2,8.3
Personal,Visitors,Trip End,4,Eagle Mountain Public Library,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),1,2820,2820,18.0,18.0
Personal,Visitors,Trip End,4,Eagle Mountain Public Library,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),33,1737,1918,9.1,9.5
Personal,Visitors,Trip End,4,Eagle Mountain Public Library,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),3,1968,1968,15.3,15.3
Personal,Visitors,Trip End,4,Eagle Mountain Public Library,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),12,1578,1966,7.0,8.0
Personal,Visitors,Trip End,4,Eagle Mountain Public Library,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),17,1670,1773,8.3,8.5
Personal,Visitors,Trip End,4,Eagle Mountain Public Library,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),1,3237,3237,22.1,22.1
Personal,Visitors,Trip End,4,Eagle Mountain Public Library,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),7,1113,1113,3.4,3.4
Personal,Visitors,Trip End,4,Eagle Mountain Public Library,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),4,1023,1023,3.0,3.0
Personal,Visitors,Trip End,4,Eagle Mountain Public Library,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),3,1216,1216,4.5,4.5
Personal,Visitors,Trip End,4,Eagle Mountain Public Library,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),1,1151,1151,1.6,1.6
Personal,Visitors,Trip End,5,Highland City Library,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),28,1306,1393,5.3,5.6
Personal,Visitors,Trip End,5,Highland City Library,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),2,1385,1596,7.2,7.6
Personal,Visitors,Trip End,5,Highland City Library,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),12,1166,1177,4.6,4.7
Personal,Visitors,Trip End,5,Highland City Library,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),12,1448,1601,6.1,6.5
Personal,Visitors,Trip End,5,Highland City Library,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),2,1299,1299,4.7,4.7
Personal,Visitors,Trip End,5,Highland City Library,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),41,1330,1433,5.6,5.9
Personal,Visitors,Trip End,5,Highland City Library,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),3,1367,1628,8.3,8.6
Personal,Visitors,Trip End,5,Highland City Library,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),15,1244,1257,4.8,4.9
Personal,Visitors,Trip End,5,Highland City Library,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),20,1431,1595,6.2,6.6
Personal,Visitors,Trip End,5,Highland City Library,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),4,1142,1142,4.6,4.6
Personal,Visitors,Trip End,5,Highland City Library,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),8,1096,1096,4.4,4.4
Personal,Visitors,Trip End,5,Highland City Library,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),7,1108,1108,4.9,4.9
Personal,Visitors,Trip End,5,Highland City Library,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1,1023,1023,0.9,0.9
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),92,1350,1460,4.9,5.3
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,893,893,2.4,2.4
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),10,1388,1569,5.3,6.0
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),42,1234,1354,4.3,4.8
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),32,1457,1538,5.6,5.7
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),8,1502,1593,5.0,6.0
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),128,1363,1481,4.8,5.3
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),1,893,893,2.4,2.4
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),17,1404,1586,5.3,6.1
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),53,1206,1336,4.1,4.6
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),45,1496,1580,5.5,5.6
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),13,1517,1616,4.8,5.9
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),31,1329,1329,5.2,5.2
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,563,563,0.9,0.9
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),17,1315,1315,4.2,4.2
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),11,1412,1412,6.4,6.4
Personal,Visitors,Trip End,6,Lehi City Public Library,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),2,1175,1175,8.7,8.7
Personal,Visitors,Trip End,7,Orem Public Library,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),105,1549,1594,4.9,5.0
Personal,Visitors,Trip End,7,Orem Public Library,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,2541,2541,16.6,16.6
Personal,Visitors,Trip End,7,Orem Public Library,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),6,1356,1370,6.0,6.0
Personal,Visitors,Trip End,7,Orem Public Library,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),36,1484,1493,3.8,3.9
Personal,Visitors,Trip End,7,Orem Public Library,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),45,1651,1738,5.4,5.6
Personal,Visitors,Trip End,7,Orem Public Library,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),17,1483,1503,5.2,5.2
Personal,Visitors,Trip End,7,Orem Public Library,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),127,1601,1641,5.3,5.4
Personal,Visitors,Trip End,7,Orem Public Library,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),9,1355,1372,6.1,6.2
Personal,Visitors,Trip End,7,Orem Public Library,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),40,1634,1643,4.1,4.2
Personal,Visitors,Trip End,7,Orem Public Library,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),55,1687,1770,6.1,6.3
Personal,Visitors,Trip End,7,Orem Public Library,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),22,1426,1429,5.1,5.1
Personal,Visitors,Trip End,7,Orem Public Library,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),50,1312,1312,3.1,3.1
Personal,Visitors,Trip End,7,Orem Public Library,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),2,669,669,1.1,1.1
Personal,Visitors,Trip End,7,Orem Public Library,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),27,1226,1226,3.2,3.2
